39	' __ parce	7.656217296890375	6.584348514757381
39	l ' __ parce	7.908968642984434	6.948062615148031
39	à l ' __ parce	9.179217317727993	8.21831128989159
39	' __ parce que depuis	5.070061672782198	5.070061672782198
39	l ' __ parce que	8.21831128989159	7.2574052620551885
39	' __ parce que	8.21831128989159	6.948062615148031
60	la __ est	3.5470616519445803	2.927514311245785
60	Côte-d'Ivoire la __ est	5.070061672782198	5.070061672782198
60	en Côte-d'Ivoire la __ est	5.070061672782198	5.070061672782198
60	la __ est devenue très	5.070061672782198	5.070061672782198
60	Côte-d'Ivoire la __ est devenue	5.070061672782198	5.070061672782198
60	la __ est devenue	5.070061672782198	5.070061672782198
113	19 __ 2009	4.308561662363389	4.308561662363389
113	, 19 __ 2009	4.308561662363389	4.308561662363389
113	Abidjan , 19 __ 2009	5.070061672782198	5.070061672782198
113	19 __ 2009 , j	5.070061672782198	5.070061672782198
113	, 19 __ 2009 ,	4.308561662363389	4.308561662363389
113	19 __ 2009 ,	4.308561662363389	4.308561662363389
164	la __ en	3.066608638026379	2.993578293655814
164	depuis la __ en	5.070061672782198	5.070061672782198
164	que depuis la __ en	5.070061672782198	5.070061672782198
164	la __ en côte-d'ivoire la	5.070061672782198	5.070061672782198
164	depuis la __ en côte-d'ivoire	5.070061672782198	5.070061672782198
164	la __ en côte-d'ivoire	4.589608658863996	4.589608658863996
20	' __ jusqu	13.10591930048556	10.222193680747127
20	l ' __ jusqu	13.10591930048556	10.222193680747127
20	pris l ' __ jusqu	13.10591930048556	10.222193680747127
20	' __ jusqu ' à	11.772318640844603	9.54116393826464
20	l ' __ jusqu '	13.10591930048556	10.222193680747127
20	' __ jusqu '	13.10591930048556	10.222193680747127
105	un __ pour	8.208090186347437	6.2601332654437485
105	pris un __ pour	10.64118495583374	7.758466872324532
105	a pris un __ pour	8.88859302110617	7.310009235684681
105	un __ pour venir à	7.2743576172845525	6.26770935925491
105	pris un __ pour venir	6.828908666890779	6.512857606865744
105	un __ pour venir	6.512857606865744	5.751357596446936
12	ses __ 	10.140123345564396	8.617123324726778
12	chez ses __ 	8.035857627703361	7.2743576172845525
12	Ouangolodougou chez ses __ 	5.070061672782198	5.070061672782198
52	sa __ .	10.187056191898694	7.615038088303968
52	avec sa __ .	11.772318640844603	9.54116393826464
52	entretient avec sa __ .	5.070061672782198	5.070061672782198
13	mon __ se	4.589608658863996	4.589608658863996
13	que mon __ se	5.070061672782198	5.070061672782198
13	temps que mon __ se	5.070061672782198	5.070061672782198
13	mon __ se prépare et	5.070061672782198	5.070061672782198
13	que mon __ se prépare	5.070061672782198	5.070061672782198
13	mon __ se prépare	5.070061672782198	5.070061672782198
53	' __ glacée	8.035857627703361	7.2743576172845525
53	d ' __ glacée	5.070061672782198	5.070061672782198
53	vendeur d ' __ glacée	5.070061672782198	5.070061672782198
53	' __ glacée avant de	5.070061672782198	5.070061672782198
53	d ' __ glacée avant	5.070061672782198	5.070061672782198
53	' __ glacée avant	5.070061672782198	5.070061672782198
552	un __ d	3.7212595393415246	3.7212595393415246
552	comme un __ d	5.070061672782198	5.070061672782198
552	Bamako comme un __ d	5.070061672782198	5.070061672782198
552	un __ d ' eau	5.070061672782198	5.070061672782198
552	comme un __ d '	5.070061672782198	5.070061672782198
552	un __ d '	3.7212595393415246	3.7212595393415246
20	' __ avec	6.0674086564719705	5.506209348836101
20	l ' __ avec	3.8281086484451876	3.6287026310275943
20	pris l ' __ avec	4.589608658863996	4.589608658863996
20	' __ avec lui pour	5.070061672782198	5.070061672782198
20	l ' __ avec lui	5.070061672782198	5.070061672782198
20	' __ avec lui	5.070061672782198	5.070061672782198
13	mon __ d	5.070061672782198	5.070061672782198
13	avec mon __ d	5.070061672782198	5.070061672782198
